name,votes,committee,cmte_type,date,congress,page
Langdon,1,Cmte on General Greene,,1792-04-12,2,7
Lee,1,Cmte on General Greene,,1792-04-12,2,7
Monroe,4,Cmte on General Greene,,1792-04-12,2,7
Read,1,Cmte on General Greene,,1792-04-12,2,7
Sherman,5,Cmte on General Greene,,1792-04-12,2,7
Strong,7,Cmte on General Greene,,1792-04-12,2,7
Wingate,4,Cmte on General Greene,,1792-04-12,2,7
Bradley,1,Cmte on Mr Mannings petition,,1792-04-19,2,7
Carroll,1,Cmte on Mr Mannings petition,,1792-04-19,2,7
foster,1,Cmte on Mr Mannings petition,,1792-04-19,2,7
Gunn,1,Cmte on Mr Mannings petition,,1792-04-19,2,7
Monroe,12,Cmte on Mr Mannings petition,,1792-04-19,2,7
Wingate,2,Cmte on Mr Mannings petition,,1792-04-19,2,7
Bradley,7,cmte on enrolled bills to replace Ruthurfurd,,1792-04-19,2,7
Cabot,7,cmte on enrolled bills to replace Ruthurfurd,,1792-04-19,2,7
Foster,2,cmte on enrolled bills to replace Ruthurfurd,,1792-04-19,2,7
Hawkins,2,cmte on enrolled bills to replace Ruthurfurd,,1792-04-19,2,7
Henry,1,cmte on enrolled bills to replace Ruthurfurd,,1792-04-19,2,7
Bradley,5,Cmte of conference,,1792-04-23,2,7
Cabot,2,Cmte of conference,,1792-04-23,2,7
Carroll,3,Cmte of conference,,1792-04-23,2,7
Ellsworth,11,Cmte of conference,,1792-04-23,2,7
Gunn,8,Cmte of conference,,1792-04-23,2,7
Hawkins,3,Cmte of conference,,1792-04-23,2,7
Izard,3,Cmte of conference,,1792-04-23,2,7
Johnston,3,Cmte of conference,,1792-04-23,2,7
King,8,Cmte of conference,,1792-04-23,2,7
Monroe,7,Cmte of conference,,1792-04-23,2,7
Morris,1,Cmte of conference,,1792-04-23,2,7
Read,3,Cmte of conference,,1792-04-23,2,7
Sherman,3,Cmte of conference,,1792-04-23,2,7
Bassett,2,Cmte on processes amendments,,1792-04-28,2,7
Bradley,12,Cmte on processes amendments,,1792-04-28,2,7
Burr,10,Cmte on processes amendments,,1792-04-28,2,7
Cabot,1,Cmte on processes amendments,,1792-04-28,2,7
Ellsworth,14,Cmte on processes amendments,,1792-04-28,2,7
Few,2,Cmte on processes amendments,,1792-04-28,2,7
Foster,2,Cmte on processes amendments,,1792-04-28,2,7
Hawkins,1,Cmte on processes amendments,,1792-04-28,2,7
Henry,10,Cmte on processes amendments,,1792-04-28,2,7
Johnston,9,Cmte on processes amendments,,1792-04-28,2,7
King,9,Cmte on processes amendments,,1792-04-28,2,7
Monroe,12,Cmte on processes amendments,,1792-04-28,2,7
Read,7,Cmte on processes amendments,,1792-04-28,2,7
Sherman,2,Cmte on processes amendments,,1792-04-28,2,7
Wingate,2,Cmte on processes amendments,,1792-04-28,2,7
Bassett,1,Cmte on John C Symmes,,1792-04-30,2,7
Cabot,1,Cmte on John C Symmes,,1792-04-30,2,7
Carroll,4,Cmte on John C Symmes,,1792-04-30,2,7
Ellsworth,1,Cmte on John C Symmes,,1792-04-30,2,7
Few,3,Cmte on John C Symmes,,1792-04-30,2,7
Foster,3,Cmte on John C Symmes,,1792-04-30,2,7
Hawkins,2,Cmte on John C Symmes,,1792-04-30,2,7
King,6,Cmte on John C Symmes,,1792-04-30,2,7
Morris,1,Cmte on John C Symmes,,1792-04-30,2,7
Read,9,Cmte on John C Symmes,,1792-04-30,2,7
Sherman,3,Cmte on John C Symmes,,1792-04-30,2,7
Wingate,2,Cmte on John C Symmes,,1792-04-30,2,7
Bassett,3,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Burr,5,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Cabot,7,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Carroll,2,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Ellsworth,1,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Few,3,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Foster,4,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Hawkins,2,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Izard,2,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Johnston,1,Cmte on Remission of certain duties bill,,1792-05-01,2,7
King,6,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Morris,4,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Read,1,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Robinson,3,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Sherman,5,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Wingate,5,Cmte on Remission of certain duties bill,,1792-05-01,2,7
Burr,3,cmte on Excise,,1792-05-02,2,7
Cabot,7,cmte on Excise,,1792-05-02,2,7
Carroll,1,cmte on Excise,,1792-05-02,2,7
Ellsworth,5,cmte on Excise,,1792-05-02,2,7
Few,3,cmte on Excise,,1792-05-02,2,7
Foster,1,cmte on Excise,,1792-05-02,2,7
Hawkins,12,cmte on Excise,,1792-05-02,2,7
Henry,1,cmte on Excise,,1792-05-02,2,7
Johnston,1,cmte on Excise,,1792-05-02,2,7
Monroe,5,cmte on Excise,,1792-05-02,2,7
Morris,2,cmte on Excise,,1792-05-02,2,7
Read,2,cmte on Excise,,1792-05-02,2,7
Sherman,5,cmte on Excise,,1792-05-02,2,7
Wingate,2,cmte on Excise,,1792-05-02,2,7
Burr,8,Cmte to wait on president for recess,,1792-05-02,2,7
Cabot,2,Cmte to wait on president for recess,,1792-05-02,2,7
Carroll,1,Cmte to wait on president for recess,,1792-05-02,2,7
Dickinson,1,Cmte to wait on president for recess,,1792-05-02,2,7
Hawkins,9,Cmte to wait on president for recess,,1792-05-02,2,7
Henry,1,Cmte to wait on president for recess,,1792-05-02,2,7
Johnston,1,Cmte to wait on president for recess,,1792-05-02,2,7
Izard,2,Cmte to wait on president for recess,,1792-05-02,2,7
King,1,Cmte to wait on president for recess,,1792-05-02,2,7
Monroe,2,Cmte to wait on president for recess,,1792-05-02,2,7
Morris,1,Cmte to wait on president for recess,,1792-05-02,2,7
Robinson,2,Cmte to wait on president for recess,,1792-05-02,2,7
Sherman,1,Cmte to wait on president for recess,,1792-05-02,2,7
Burr,5,cmte of Conference on processes bill,,1792-05-03,2,7
Cabot,1,cmte of Conference on processes bill,,1792-05-03,2,7
Ellsworth,11,cmte of Conference on processes bill,,1792-05-03,2,7
Hawkins,1,cmte of Conference on processes bill,,1792-05-03,2,7
Henry,6,cmte of Conference on processes bill,,1792-05-03,2,7
Johnston,2,cmte of Conference on processes bill,,1792-05-03,2,7
King,8,cmte of Conference on processes bill,,1792-05-03,2,7
Monroe,5,cmte of Conference on processes bill,,1792-05-03,2,7
Read,5,cmte of Conference on processes bill,,1792-05-03,2,7
Sherman,1,cmte of Conference on processes bill,,1792-05-03,2,7
Bassett,4,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Burr,4,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Few,1,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Foster,2,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Johnston,1,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Izard,3,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Monroe,5,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Morris,6,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Read,1,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Robinson,2,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Stanton,2,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Sherman,6,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Wingate,2,Cmte on Allowance to collectors bill,,1792-05-03,2,7
Burr,2,Cmte on enrolled bills to replace Bradley,,1792-05-03,2,7
Few,3,Cmte on enrolled bills to replace Bradley,,1792-05-03,2,7
Henry,1,Cmte on enrolled bills to replace Bradley,,1792-05-03,2,7
Wingate,8,Cmte on enrolled bills to replace Bradley,,1792-05-03,2,7
Bassett,9,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Carroll,1,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Dickinson,1,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Ellsworth,1,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Few,2,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Foster,9,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Johnston,8,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Izard,2,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
King,6,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Robinson,1,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Stanton,1,Cmte on King's Bill to continue certain laws,,1792-05-03,2,8
Cabot,8,Cmte appropriation,,1792-05-08,2,8
Carroll,2,Cmte appropriation,,1792-05-08,2,8
Ellsworth,8,Cmte appropriation,,1792-05-08,2,8
Izard,3,Cmte appropriation,,1792-05-08,2,8
King,7,Cmte appropriation,,1792-05-08,2,8
Morris,12,Cmte appropriation,,1792-05-08,2,8
Read,2,Cmte appropriation,,1792-05-08,2,8
Burr,2,Cmte on Indian Treaties,,1792-11-02,2,8
Cabot,7,Cmte on Indian Treaties,,1792-11-02,2,8
Few,4,Cmte on Indian Treaties,,1792-11-02,2,8
Foster,1,Cmte on Indian Treaties,,1792-11-02,2,8
Hawkins,12,Cmte on Indian Treaties,,1792-11-02,2,8
Henry,2,Cmte on Indian Treaties,,1792-11-02,2,8
Johnston,1,Cmte on Indian Treaties,,1792-11-02,2,8
Izard,2,Cmte on Indian Treaties,,1792-11-02,2,8
King,5,Cmte on Indian Treaties,,1792-11-02,2,8
Langdon,1,Cmte on Indian Treaties,,1792-11-02,2,8
Monroe,3,Cmte on Indian Treaties,,1792-11-02,2,8
Read,1,Cmte on Indian Treaties,,1792-11-02,2,8
Stanton,1,Cmte on Indian Treaties,,1792-11-02,2,8
Sherman,6,Cmte on Indian Treaties,,1792-11-02,2,8
Strong,1,Cmte on Indian Treaties,,1792-11-02,2,8
Wingate,4,Cmte on Indian Treaties,,1792-11-02,2,8
Bradley,1,Cmte president’s speech,,1792-11-06,2,8
Butler,3,Cmte president’s speech,,1792-11-06,2,8
Ellsworth,3,Cmte president’s speech,,1792-11-06,2,8
Hawkins,2,Cmte president’s speech,,1792-11-06,2,8
Izard,1,Cmte president’s speech,,1792-11-06,2,8
King,12,Cmte president’s speech,,1792-11-06,2,8
Monroe,4,Cmte president’s speech,,1792-11-06,2,8
Morris,2,Cmte president’s speech,,1792-11-06,2,8
Rutherfurd,7,Cmte president’s speech,,1792-11-06,2,8
Sherman,1,Cmte president’s speech,,1792-11-06,2,8
Strong,14,Cmte president’s speech,,1792-11-06,2,8
Bradley,3,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Brown,3,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Butler,2,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Cabot,2,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Ellsworth,4,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Foster,1,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Hawkins,4,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Henry,1,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Izard,1,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Morris,3,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Rutherfurd,11,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Sherman,5,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Strong,2,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Wingate,5,Cmte on Anthony Walton White bill,,1792-11-09,2,9
Bradley,1,Cmte on foreign coins bill,,1792-11-12,2,9
Brown,2,Cmte on foreign coins bill,,1792-11-12,2,9
Butler,2,Cmte on foreign coins bill,,1792-11-12,2,9
Cabot,8,Cmte on foreign coins bill,,1792-11-12,2,9
Hawkins,2,Cmte on foreign coins bill,,1792-11-12,2,9
Henry,5,Cmte on foreign coins bill,,1792-11-12,2,9
Johnston,2,Cmte on foreign coins bill,,1792-11-12,2,9
Izard,2,Cmte on foreign coins bill,,1792-11-12,2,9
King,1,Cmte on foreign coins bill,,1792-11-12,2,9
Monroe,3,Cmte on foreign coins bill,,1792-11-12,2,9
Morris,4,Cmte on foreign coins bill,,1792-11-12,2,9
Rutherfurd,2,Cmte on foreign coins bill,,1792-11-12,2,9
Sherman,2,Cmte on foreign coins bill,,1792-11-12,2,9
Strong,3,Cmte on foreign coins bill,,1792-11-12,2,9
Brown,2,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Burr,5,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Butler,2,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Ellsworth,14,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Henry,5,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Johnston,10,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Izard,5,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
King,7,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Monroe,11,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Read,6,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Rutherfurd,1,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Sherman,2,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Strong,13,cmte to take into consideration the Judiciary System and report thereon,,1792-11-21,2,9
Bradley,2,Cmte on fugitives from justice,,1792-11-22,2,9
Cabot,9,Cmte on fugitives from justice,,1792-11-22,2,9
Dickinson,1,Cmte on fugitives from justice,,1792-11-22,2,9
Hawkins,2,Cmte on fugitives from justice,,1792-11-22,2,9
Henry,2,Cmte on fugitives from justice,,1792-11-22,2,9
Johnston,10,Cmte on fugitives from justice,,1792-11-22,2,9
Monroe,1,Cmte on fugitives from justice,,1792-11-22,2,9
Morris,1,Cmte on fugitives from justice,,1792-11-22,2,9
Read,6,Cmte on fugitives from justice,,1792-11-22,2,9
Rutherfurd,5,Cmte on fugitives from justice,,1792-11-22,2,9
Sherman,1,Cmte on fugitives from justice,,1792-11-22,2,9
Strong,2,Cmte on fugitives from justice,,1792-11-22,2,9
Bassett,2,Cmte on James Mathers petition,,1792-11-28,2,9
Bradley,10,Cmte on James Mathers petition,,1792-11-28,2,9
Brown,2,Cmte on James Mathers petition,,1792-11-28,2,9
Burr,1,Cmte on James Mathers petition,,1792-11-28,2,9
Butler,8,Cmte on James Mathers petition,,1792-11-28,2,9
Cabot,3,Cmte on James Mathers petition,,1792-11-28,2,9
Dickinson,1,Cmte on James Mathers petition,,1792-11-28,2,9
Ellsworth,1,Cmte on James Mathers petition,,1792-11-28,2,9
Izard,1,Cmte on James Mathers petition,,1792-11-28,2,9
Monroe,1,Cmte on James Mathers petition,,1792-11-28,2,9
Stanton,2,Cmte on James Mathers petition,,1792-11-28,2,9
Sherman,8,Cmte on James Mathers petition,,1792-11-28,2,9
Wingate,4,Cmte on James Mathers petition,,1792-11-28,2,9
Bradley,14,cmte on bill for settling accts,,1792-12-10,2,10
Brown,7,cmte on bill for settling accts,,1792-12-10,2,10
Butler,5,cmte on bill for settling accts,,1792-12-10,2,10
Cabot,1,cmte on bill for settling accts,,1792-12-10,2,10
Dickinson,1,cmte on bill for settling accts,,1792-12-10,2,10
Ellsworth,13,cmte on bill for settling accts,,1792-12-10,2,10
Few,1,cmte on bill for settling accts,,1792-12-10,2,10
Hawkins,2,cmte on bill for settling accts,,1792-12-10,2,10
Henry,1,cmte on bill for settling accts,,1792-12-10,2,10
Izard,4,cmte on bill for settling accts,,1792-12-10,2,10
Johnston,5,cmte on bill for settling accts,,1792-12-10,2,10
King,13,cmte on bill for settling accts,,1792-12-10,2,10
Langdon,0,cmte on bill for settling accts,,1792-12-10,2,10
Monroe,7,cmte on bill for settling accts,,1792-12-10,2,10
Morris,1,cmte on bill for settling accts,,1792-12-10,2,10
Read,1,cmte on bill for settling accts,,1792-12-10,2,10
Robinson,1,cmte on bill for settling accts,,1792-12-10,2,10
Sherman,4,cmte on bill for settling accts,,1792-12-10,2,10
Strong,14,cmte on bill for settling accts,,1792-12-10,2,10
Bradley,1,cmte on weights and measures,,1792-12-18,2,9
Brown,1,cmte on weights and measures,,1792-12-18,2,9
Butler,1,cmte on weights and measures,,1792-12-18,2,9
Cabot,2,cmte on weights and measures,,1792-12-18,2,9
Dickinson,2,cmte on weights and measures,,1792-12-18,2,9
Ellsworth,9,cmte on weights and measures,,1792-12-18,2,9
Hawkins,5,cmte on weights and measures,,1792-12-18,2,9
Henry,2,cmte on weights and measures,,1792-12-18,2,9
Johnston,3,cmte on weights and measures,,1792-12-18,2,9
Izard,12,cmte on weights and measures,,1792-12-18,2,9
King,5,cmte on weights and measures,,1792-12-18,2,9
Langdon,8,cmte on weights and measures,,1792-12-18,2,9
Monroe,11,cmte on weights and measures,,1792-12-18,2,9
Morris,5,cmte on weights and measures,,1792-12-18,2,9
Read,2,cmte on weights and measures,,1792-12-18,2,9
Rutherfurd,15,cmte on weights and measures,,1792-12-18,2,9
Sherman,7,cmte on weights and measures,,1792-12-18,2,9
Strong,8,cmte on weights and measures,,1792-12-18,2,9
Taylor,2,cmte on weights and measures,,1792-12-18,2,9
Bassett,1,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Bradley,2,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Brown,1,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Ellsworth,6,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Henry,1,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Izard,2,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Monroe,2,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Sherman,7,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Strong,7,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Taylor,10,Cmte on fugitive from justice bill to replace members,,1792-12-28,2,9
Bassett,1,Cmte on Registering bill,,1792-12-31,2,10
Bradley,6,Cmte on Registering bill,,1792-12-31,2,10
Brown,2,Cmte on Registering bill,,1792-12-31,2,10
Butler,2,Cmte on Registering bill,,1792-12-31,2,10
Cabot,13,Cmte on Registering bill,,1792-12-31,2,10
Ellsworth,3,Cmte on Registering bill,,1792-12-31,2,10
Few,4,Cmte on Registering bill,,1792-12-31,2,10
Foster,3,Cmte on Registering bill,,1792-12-31,2,10
Hawkins,5,Cmte on Registering bill,,1792-12-31,2,10
Johnston,3,Cmte on Registering bill,,1792-12-31,2,10
Izard,4,Cmte on Registering bill,,1792-12-31,2,10
King,1,Cmte on Registering bill,,1792-12-31,2,10
Langdon,6,Cmte on Registering bill,,1792-12-31,2,10
Monroe,6,Cmte on Registering bill,,1792-12-31,2,10
Morris,11,Cmte on Registering bill,,1792-12-31,2,10
Rutherfurd,2,Cmte on Registering bill,,1792-12-31,2,10
Sherman,2,Cmte on Registering bill,,1792-12-31,2,10
Stanton,2,Cmte on Registering bill,,1792-12-31,2,10
Strong,4,Cmte on Registering bill,,1792-12-31,2,10
Taylor,5,Cmte on Registering bill,,1792-12-31,2,10
Bassett,1,Cmte on mint bill,,1793-01-03,2,10
Cabot,9,Cmte on mint bill,,1793-01-03,2,10
Dickinson,1,Cmte on mint bill,,1793-01-03,2,10
Few,1,Cmte on mint bill,,1793-01-03,2,10
Johnston,9,Cmte on mint bill,,1793-01-03,2,10
Izard,1,Cmte on mint bill,,1793-01-03,2,10
King,3,Cmte on mint bill,,1793-01-03,2,10
Langdon,1,Cmte on mint bill,,1793-01-03,2,10
Monroe,1,Cmte on mint bill,,1793-01-03,2,10
Morris,10,Cmte on mint bill,,1793-01-03,2,10
Rutherfurd,4,Cmte on mint bill,,1793-01-03,2,10
Sherman,1,Cmte on mint bill,,1793-01-03,2,10
Taylor,3,Cmte on mint bill,,1793-01-03,2,10
Butler,2,Cmte on M Hay & C Strong,,1793-01-03,2,10
Edwards,4,Cmte on M Hay & C Strong,,1793-01-03,2,10
Ellsworth,4,Cmte on M Hay & C Strong,,1793-01-03,2,10
Hawkins,1,Cmte on M Hay & C Strong,,1793-01-03,2,10
Johnston,3,Cmte on M Hay & C Strong,,1793-01-03,2,10
King,7,Cmte on M Hay & C Strong,,1793-01-03,2,10
Morris,2,Cmte on M Hay & C Strong,,1793-01-03,2,10
Rutherfurd,3,Cmte on M Hay & C Strong,,1793-01-03,2,10
Sherman,10,Cmte on M Hay & C Strong,,1793-01-03,2,10
Strong,13,Cmte on M Hay & C Strong,,1793-01-03,2,10
Wingate,4,Cmte on M Hay & C Strong,,1793-01-03,2,10
Taylor,2,Cmte on M Hay & C Strong,,1793-01-03,2,10
Bassett,1,Cmte on bill widows & orphans,,1793-01-09,2,10
Bradley,11,Cmte on bill widows & orphans,,1793-01-09,2,10
Brown,4,Cmte on bill widows & orphans,,1793-01-09,2,10
Butler,1,Cmte on bill widows & orphans,,1793-01-09,2,10
Dickinson,1,Cmte on bill widows & orphans,,1793-01-09,2,10
Edwards,1,Cmte on bill widows & orphans,,1793-01-09,2,10
Ellsworth,3,Cmte on bill widows & orphans,,1793-01-09,2,10
Foster,5,Cmte on bill widows & orphans,,1793-01-09,2,10
Hawkins,2,Cmte on bill widows & orphans,,1793-01-09,2,10
Izard,2,Cmte on bill widows & orphans,,1793-01-09,2,10
King,16,Cmte on bill widows & orphans,,1793-01-09,2,10
Read,2,Cmte on bill widows & orphans,,1793-01-09,2,10
Rutherfurd,1,Cmte on bill widows & orphans,,1793-01-09,2,10
Sherman,8,Cmte on bill widows & orphans,,1793-01-09,2,10
Strong,2,Cmte on bill widows & orphans,,1793-01-09,2,10
Taylor,3,Cmte on bill widows & orphans,,1793-01-09,2,10
Bradley,4,Cmte on appropriations,,1793-01-10,2,10
Brown,1,Cmte on appropriations,,1793-01-10,2,10
Butler,2,Cmte on appropriations,,1793-01-10,2,10
Cabot,1,Cmte on appropriations,,1793-01-10,2,10
Edwards,1,Cmte on appropriations,,1793-01-10,2,10
Ellsworth,3,Cmte on appropriations,,1793-01-10,2,10
Foster,1,Cmte on appropriations,,1793-01-10,2,10
Hawkins,2,Cmte on appropriations,,1793-01-10,2,10
Johnston,1,Cmte on appropriations,,1793-01-10,2,10
Izard,7,Cmte on appropriations,,1793-01-10,2,10
King,2,Cmte on appropriations,,1793-01-10,2,10
Langdon,1,Cmte on appropriations,,1793-01-10,2,10
Monroe,1,Cmte on appropriations,,1793-01-10,2,10
Morris,3,Cmte on appropriations,,1793-01-10,2,10
Sherman,3,Cmte on appropriations,,1793-01-10,2,10
Strong,7,Cmte on appropriations,,1793-01-10,2,10
Taylor,5,Cmte on appropriations,,1793-01-10,2,10
Bassett,2,Cmte on Invalids etc bill,,1793-01-11,2,10
Brown,1,Cmte on Invalids etc bill,,1793-01-11,2,10
Burr,2,Cmte on Invalids etc bill,,1793-01-11,2,10
Butler,2,Cmte on Invalids etc bill,,1793-01-11,2,10
Cabot,1,Cmte on Invalids etc bill,,1793-01-11,2,10
Dickinson,1,Cmte on Invalids etc bill,,1793-01-11,2,10
Ellsworth,7,Cmte on Invalids etc bill,,1793-01-11,2,10
few,3,Cmte on Invalids etc bill,,1793-01-11,2,10
Hawkins,4,Cmte on Invalids etc bill,,1793-01-11,2,10
Izard,1,Cmte on Invalids etc bill,,1793-01-11,2,10
King,4,Cmte on Invalids etc bill,,1793-01-11,2,10
Read,2,Cmte on Invalids etc bill,,1793-01-11,2,10
Rutherfurd,1,Cmte on Invalids etc bill,,1793-01-11,2,10
Sherman,5,Cmte on Invalids etc bill,,1793-01-11,2,10
Strong,6,Cmte on Invalids etc bill,,1793-01-11,2,10
Wingate,2,Cmte on Invalids etc bill,,1793-01-11,2,10
Taylor,1,Cmte on Invalids etc bill,,1793-01-11,2,10
Bradley,3,Cmte on bill respecting claims,,1793-01-17,2,10
Brown,1,Cmte on bill respecting claims,,1793-01-17,2,10
Butler,2,Cmte on bill respecting claims,,1793-01-17,2,10
Ellsworth,1,Cmte on bill respecting claims,,1793-01-17,2,10
Foster,2,Cmte on bill respecting claims,,1793-01-17,2,10
Hawkins,13,Cmte on bill respecting claims,,1793-01-17,2,10
Henry,1,Cmte on bill respecting claims,,1793-01-17,2,10
King,8,Cmte on bill respecting claims,,1793-01-17,2,10
Morris,2,Cmte on bill respecting claims,,1793-01-17,2,10
Read,1,Cmte on bill respecting claims,,1793-01-17,2,10
Stanton,1,Cmte on bill respecting claims,,1793-01-17,2,10
Strong,4,Cmte on bill respecting claims,,1793-01-17,2,10
Wingate,2,Cmte on bill respecting claims,,1793-01-17,2,10
Taylor,1,Cmte on bill respecting claims,,1793-01-17,2,10
Bradley,1,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Brown,4,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Dickinson,1,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Edwards,1,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Ellsworth,1,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Few,2,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Hawkins,9,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Henry,4,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Johnston,3,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
King,2,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Langdon,1,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Monroe,3,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Morris,1,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Read,1,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Rutherfurd,16,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Sherman,3,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Strong,8,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Taylor,4,Rutherfurd & ?? Carolina boundary,,1793-01-21,2,10
Bassett,1,Cmte on Garrnager,,1793-01-21,2,10
Bradley,2,Cmte on Garrnager,,1793-01-21,2,10
Brown,6,Cmte on Garrnager,,1793-01-21,2,10
Burr,2,Cmte on Garrnager,,1793-01-21,2,10
Butler,4,Cmte on Garrnager,,1793-01-21,2,10
Dickinson,2,Cmte on Garrnager,,1793-01-21,2,10
Ellsworth,2,Cmte on Garrnager,,1793-01-21,2,10
Few,1,Cmte on Garrnager,,1793-01-21,2,10
Foster,1,Cmte on Garrnager,,1793-01-21,2,10
Hawkins,9,Cmte on Garrnager,,1793-01-21,2,10
Johnston,2,Cmte on Garrnager,,1793-01-21,2,10
Izard,3,Cmte on Garrnager,,1793-01-21,2,10
King,3,Cmte on Garrnager,,1793-01-21,2,10
Langdon,2,Cmte on Garrnager,,1793-01-21,2,10
Sherman,14,Cmte on Garrnager,,1793-01-21,2,10
Strong,3,Cmte on Garrnager,,1793-01-21,2,10
Taylor,5,Cmte on Garrnager,,1793-01-21,2,10
Wingate,5,Cmte on Garrnager,,1793-01-21,2,10
Bradley,7,Cmte on Indian Trade bill,,1793-01-21,2,11
Burr,11,Cmte on Indian Trade bill,,1793-01-21,2,11
Brown,6,Cmte on Indian Trade bill,,1793-01-21,2,11
Butler,6,Cmte on Indian Trade bill,,1793-01-21,2,11
Ellsworth,12,Cmte on Indian Trade bill,,1793-01-21,2,11
Few,5,Cmte on Indian Trade bill,,1793-01-21,2,11
