first_name,middle_name,last_name,age,congress,state,party,votes,committee_name,date,senator_id,senator_congress_id,committee_id
Timothy,,Pickering,60,9,MA,Federalist,1,Cmte on bill Tappan,1805-12-30,P000324,296,1055
William,,Plumer,46,9,NH,Federalist,1,Cmte on bill Tappan,1805-12-30,P000393,297,1055
John,,Smith,53,9,NY,Democratic Republican,1,Cmte on bill Tappan,1805-12-30,S000566,318,1055
John,,Smith,70,9,OH,Democratic Republican,1,Cmte on bill Tappan,1805-12-30,S000567,319,1055
Israel,,Smith,46,9,VT,Democratic Republican,1,Cmte on bill Tappan,1805-12-30,S000557,298,1055
Thomas,,Sumter,71,9,SC,Democratic Republican,1,Cmte on bill Tappan,1805-12-30,S001073,299,1055
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on bill Tappan,1805-12-30,T000249,308,1055
Uriah,,Tracy,50,9,CT,Federalist,2,Cmte on bill Tappan,1805-12-30,T000348,300,1055
Thomas,,Worthington,32,9,OH,Democratic Republican,2,Cmte on bill Tappan,1805-12-30,W000750,302,1055
John,Quincy,Adams,38,9,MA,Federalist,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,A000041,303,1056
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,10,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,A000197,304,1056
Abraham,,Baldwin,51,9,GA,Democratic Republican,5,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,B000084,288,1056
Stephen,Row,Bradley,51,9,VT,Democratic Republican,3,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,B000745,289,1056
John,,Condit,50,9,NJ,Democratic Republican,2,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,C000671,290,1056
John,,Gaillard,40,9,SC,Democratic Republican,2,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,G000005,291,1056
William,Branch,Giles,43,9,VA,Democratic Republican,2,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,G000183,316,1056
James,,Hillhouse,51,9,CT,Federalist,2,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,H000618,310,1056
Benjamin,,Howland,50,9,RI,Democratic Republican,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,H000870,317,1056
Aaron,,Kitchell,61,9,NJ,Democratic Republican,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,K000246,313,1056
George,,Logan,52,9,PA,Democratic Republican,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,L000401,293,1056
Samuel,,Maclay,64,9,PA,Democratic Republican,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,M000029,294,1056
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,2,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,M000831,295,1056
John,,Smith,53,9,NY,Democratic Republican,13,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,S000566,318,1056
John,,Smith,70,9,OH,Democratic Republican,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,S000567,319,1056
Israel,,Smith,46,9,VT,Democratic Republican,3,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,S000557,298,1056
Thomas,,Sumter,71,9,SC,Democratic Republican,3,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,S001073,299,1056
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,T000249,308,1056
Uriah,,Tracy,50,9,CT,Federalist,5,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,T000348,300,1056
John,,Adair,48,9,KY,Democratic Republican,3,Cmte on petitions New Orleans land titles (5 members),1805-12-31,A000026,315,1057
John,Quincy,Adams,38,9,MA,Federalist,5,Cmte on petitions New Orleans land titles (5 members),1805-12-31,A000041,303,1057
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,18,Cmte on petitions New Orleans land titles (5 members),1805-12-31,A000197,304,1057
Abraham,,Baldwin,51,9,GA,Democratic Republican,10,Cmte on petitions New Orleans land titles (5 members),1805-12-31,B000084,288,1057
Stephen,Row,Bradley,51,9,VT,Democratic Republican,6,Cmte on petitions New Orleans land titles (5 members),1805-12-31,B000745,289,1057
John,,Condit,50,9,NJ,Democratic Republican,2,Cmte on petitions New Orleans land titles (5 members),1805-12-31,C000671,290,1057
John,,Gaillard,40,9,SC,Democratic Republican,3,Cmte on petitions New Orleans land titles (5 members),1805-12-31,G000005,291,1057
James,,Hillhouse,51,9,CT,Federalist,2,Cmte on petitions New Orleans land titles (5 members),1805-12-31,H000618,310,1057
James,,Jackson,48,9,GA,Democratic Republican,5,Cmte on petitions New Orleans land titles (5 members),1805-12-31,J000017,312,1057
Aaron,,Kitchell,61,9,NJ,Democratic Republican,2,Cmte on petitions New Orleans land titles (5 members),1805-12-31,K000246,313,1057
George,,Logan,52,9,PA,Democratic Republican,2,Cmte on petitions New Orleans land titles (5 members),1805-12-31,L000401,293,1057
Samuel,,Maclay,64,9,PA,Democratic Republican,4,Cmte on petitions New Orleans land titles (5 members),1805-12-31,M000029,294,1057
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,2,Cmte on petitions New Orleans land titles (5 members),1805-12-31,M000831,295,1057
Andrew,,Moore,53,9,VA,Democratic Republican,3,Cmte on petitions New Orleans land titles (5 members),1805-12-31,M000891,314,1057
Timothy,,Pickering,60,9,MA,Federalist,3,Cmte on petitions New Orleans land titles (5 members),1805-12-31,P000324,296,1057
William,,Plumer,46,9,NH,Federalist,1,Cmte on petitions New Orleans land titles (5 members),1805-12-31,P000393,297,1057
John,,Smith,53,9,NY,Democratic Republican,2,Cmte on petitions New Orleans land titles (5 members),1805-12-31,S000566,318,1057
John,,Smith,53,9,NY,Democratic Republican,2,Cmte on petitions New Orleans land titles (5 members),1805-12-31,S000566,318,1057
John,,Smith,70,9,OH,Democratic Republican,4,Cmte on petitions New Orleans land titles (5 members),1805-12-31,S000567,319,1057
Israel,,Smith,46,9,VT,Democratic Republican,4,Cmte on petitions New Orleans land titles (5 members),1805-12-31,S000557,298,1057
Thomas,,Sumter,71,9,SC,Democratic Republican,5,Cmte on petitions New Orleans land titles (5 members),1805-12-31,S001073,299,1057
Buckner,,Thruston,42,9,KY,Democratic Republican,5,Cmte on petitions New Orleans land titles (5 members),1805-12-31,T000249,308,1057
Uriah,,Tracy,50,9,CT,Federalist,13,Cmte on petitions New Orleans land titles (5 members),1805-12-31,T000348,300,1057
Thomas,,Worthington,32,9,OH,Democratic Republican,3,Cmte on petitions New Orleans land titles (5 members),1805-12-31,W000750,302,1057
Robert,,Wright,53,9,MD,Democratic Republican,1,Cmte on petitions New Orleans land titles (5 members),1805-12-31,W000768,309,1057
Abraham,,Baldwin,51,9,GA,Democratic Republican,2,Cmte on lighthouse bill,1806-01-02,B000084,288,1058
Stephen,Row,Bradley,51,9,VT,Democratic Republican,2,Cmte on lighthouse bill,1806-01-02,B000745,289,1058
John,,Condit,50,9,NJ,Democratic Republican,2,Cmte on lighthouse bill,1806-01-02,C000671,290,1058
James,,Fenner,34,9,RI,Democratic Republican,3,Cmte on lighthouse bill,1806-01-02,F000074,311,1058
John,,Gaillard,40,9,SC,Democratic Republican,2,Cmte on lighthouse bill,1806-01-02,G000005,291,1058
Nicholas,,Gilman,50,9,NH,Democratic Republican,2,Cmte on lighthouse bill,1806-01-02,G000215,292,1058
James,,Hillhouse,51,9,CT,Federalist,4,Cmte on lighthouse bill,1806-01-02,H000618,310,1058
Benjamin,,Howland,50,9,RI,Democratic Republican,4,Cmte on lighthouse bill,1806-01-02,H000870,317,1058
Aaron,,Kitchell,61,9,NJ,Democratic Republican,2,Cmte on lighthouse bill,1806-01-02,K000246,313,1058
George,,Logan,52,9,PA,Democratic Republican,1,Cmte on lighthouse bill,1806-01-02,L000401,293,1058
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,19,Cmte on lighthouse bill,1806-01-02,M000831,295,1058
Timothy,,Pickering,60,9,MA,Federalist,1,Cmte on lighthouse bill,1806-01-02,P000324,296,1058
John,,Smith,53,9,NY,Democratic Republican,6,Cmte on lighthouse bill,1806-01-02,S000566,318,1058
John,,Smith,53,9,NY,Democratic Republican,1,Cmte on lighthouse bill,1806-01-02,S000566,318,1058
Israel,,Smith,46,9,VT,Democratic Republican,2,Cmte on lighthouse bill,1806-01-02,S000557,298,1058
Thomas,,Sumter,71,9,SC,Democratic Republican,1,Cmte on lighthouse bill,1806-01-02,S001073,299,1058
Uriah,,Tracy,50,9,CT,Federalist,2,Cmte on lighthouse bill,1806-01-02,T000348,300,1058
Samuel,,White,35,9,DE,Federalist,2,Cmte on lighthouse bill,1806-01-02,W000392,301,1058
Robert,,Wright,53,9,MD,Democratic Republican,1,Cmte on lighthouse bill,1806-01-02,W000768,309,1058
John,,Adair,48,9,KY,Democratic Republican,2,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,A000026,315,1059
John,Quincy,Adams,38,9,MA,Federalist,6,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,A000041,303,1059
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,6,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,A000197,304,1059
Abraham,,Baldwin,51,9,GA,Democratic Republican,4,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,B000084,288,1059
Stephen,Row,Bradley,51,9,VT,Democratic Republican,5,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,B000745,289,1059
James,,Jackson,48,9,GA,Democratic Republican,8,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,J000017,312,1059
George,,Logan,52,9,PA,Democratic Republican,3,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,L000401,293,1059
Samuel,,Maclay,64,9,PA,Democratic Republican,3,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,M000029,294,1059
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,4,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,M000831,295,1059
Andrew,,Moore,53,9,VA,Democratic Republican,1,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,M000891,314,1059
Timothy,,Pickering,60,9,MA,Federalist,2,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,P000324,296,1059
John,,Smith,53,9,NY,Democratic Republican,10,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,S000566,318,1059
John,,Smith,70,9,OH,Democratic Republican,1,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,S000567,319,1059
Daniel,,Smith,57,9,TN,Democratic Republican,1,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,S000524,306,1059
Israel,,Smith,46,9,VT,Democratic Republican,2,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,S000557,298,1059
Thomas,,Sumter,71,9,SC,Democratic Republican,2,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,S001073,299,1059
Buckner,,Thruston,42,9,KY,Democratic Republican,2,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,T000249,308,1059
Uriah,,Tracy,50,9,CT,Federalist,8,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,T000348,300,1059
Samuel,,White,35,9,DE,Federalist,1,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,W000392,301,1059
Thomas,,Worthington,32,9,OH,Democratic Republican,7,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,W000750,302,1059
John,Quincy,Adams,38,9,MA,Federalist,10,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,A000041,303,1060
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,5,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,A000197,304,1060
Abraham,,Baldwin,51,9,GA,Democratic Republican,7,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,B000084,288,1060
Stephen,Row,Bradley,51,9,VT,Democratic Republican,2,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,B000745,289,1060
John,,Condit,50,9,NJ,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,C000671,290,1060
James,,Fenner,34,9,RI,Democratic Republican,2,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,F000074,311,1060
John,,Gaillard,40,9,SC,Democratic Republican,2,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,G000005,291,1060
William,Branch,Giles,43,9,VA,Democratic Republican,2,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,G000183,316,1060
James,,Hillhouse,51,9,CT,Federalist,3,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,H000618,310,1060
James,,Jackson,48,9,GA,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,J000017,312,1060
Aaron,,Kitchell,61,9,NJ,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,K000246,313,1060
George,,Logan,52,9,PA,Democratic Republican,6,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,L000401,293,1060
Samuel,,Maclay,64,9,PA,Democratic Republican,2,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,M000029,294,1060
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,10,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,M000831,295,1060
Andrew,,Moore,53,9,VA,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,M000891,314,1060
Timothy,,Pickering,60,9,MA,Federalist,2,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,P000324,296,1060
John,,Smith,53,9,NY,Democratic Republican,18,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,S000566,318,1060
John,,Smith,70,9,OH,Democratic Republican,2,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,S000567,319,1060
Israel,,Smith,46,9,VT,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,S000557,298,1060
David,,Stone,35,9,NC,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,S000955,307,1060
Thomas,,Sumter,71,9,SC,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,S001073,299,1060
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,T000249,308,1060
Uriah,,Tracy,50,9,CT,Federalist,11,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,T000348,300,1060
Samuel,,White,35,9,DE,Federalist,3,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,W000392,301,1060
Robert,,Wright,53,9,MD,Democratic Republican,1,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,W000768,309,1060
John,Quincy,Adams,38,9,MA,Federalist,3,Cmte on memorial of Trustees of Academy Washington,1806-01-06,A000041,303,1061
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,2,Cmte on memorial of Trustees of Academy Washington,1806-01-06,A000197,304,1061
Abraham,,Baldwin,51,9,GA,Democratic Republican,3,Cmte on memorial of Trustees of Academy Washington,1806-01-06,B000084,288,1061
Stephen,Row,Bradley,51,9,VT,Democratic Republican,2,Cmte on memorial of Trustees of Academy Washington,1806-01-06,B000745,289,1061
John,,Gaillard,40,9,SC,Democratic Republican,2,Cmte on memorial of Trustees of Academy Washington,1806-01-06,G000005,291,1061
Nicholas,,Gilman,50,9,NH,Democratic Republican,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,G000215,292,1061
James,,Jackson,48,9,GA,Democratic Republican,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,J000017,312,1061
George,,Logan,52,9,PA,Democratic Republican,5,Cmte on memorial of Trustees of Academy Washington,1806-01-06,L000401,293,1061
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,2,Cmte on memorial of Trustees of Academy Washington,1806-01-06,M000831,295,1061
Andrew,,Moore,53,9,VA,Democratic Republican,4,Cmte on memorial of Trustees of Academy Washington,1806-01-06,M000891,314,1061
Timothy,,Pickering,60,9,MA,Federalist,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,P000324,296,1061
William,,Plumer,46,9,NH,Federalist,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,P000393,297,1061
John,,Smith,53,9,NY,Democratic Republican,8,Cmte on memorial of Trustees of Academy Washington,1806-01-06,S000566,318,1061
John,,Smith,53,9,NY,Democratic Republican,2,Cmte on memorial of Trustees of Academy Washington,1806-01-06,S000566,318,1061
John,,Smith,70,9,OH,Democratic Republican,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,S000567,319,1061
Abraham,,Baldwin,51,9,GA,Democratic Republican,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,B000084,288,1061
Israel,,Smith,46,9,VT,Democratic Republican,2,Cmte on memorial of Trustees of Academy Washington,1806-01-06,S000557,298,1061
Thomas,,Sumter,71,9,SC,Democratic Republican,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,S001073,299,1061
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,T000249,308,1061
Samuel,,White,35,9,DE,Federalist,1,Cmte on memorial of Trustees of Academy Washington,1806-01-06,W000392,301,1061
John,Quincy,Adams,38,9,MA,Federalist,11,Cmte on NY merchants memorial- 5 members,1806-01-06,A000041,303,1062
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,10,Cmte on NY merchants memorial- 5 members,1806-01-06,A000197,304,1062
Abraham,,Baldwin,51,9,GA,Democratic Republican,9,Cmte on NY merchants memorial- 5 members,1806-01-06,B000084,288,1062
Stephen,Row,Bradley,51,9,VT,Democratic Republican,4,Cmte on NY merchants memorial- 5 members,1806-01-06,B000745,289,1062
John,,Condit,50,9,NJ,Democratic Republican,1,Cmte on NY merchants memorial- 5 members,1806-01-06,C000671,290,1062
John,,Gaillard,40,9,SC,Democratic Republican,3,Cmte on NY merchants memorial- 5 members,1806-01-06,G000005,291,1062
Nicholas,,Gilman,50,9,NH,Democratic Republican,1,Cmte on NY merchants memorial- 5 members,1806-01-06,G000215,292,1062
James,,Hillhouse,51,9,CT,Federalist,1,Cmte on NY merchants memorial- 5 members,1806-01-06,H000618,310,1062
Benjamin,,Howland,50,9,RI,Democratic Republican,1,Cmte on NY merchants memorial- 5 members,1806-01-06,H000870,317,1062
Aaron,,Kitchell,61,9,NJ,Democratic Republican,1,Cmte on NY merchants memorial- 5 members,1806-01-06,K000246,313,1062
George,,Logan,52,9,PA,Democratic Republican,5,Cmte on NY merchants memorial- 5 members,1806-01-06,L000401,293,1062
Samuel,,Maclay,64,9,PA,Democratic Republican,6,Cmte on NY merchants memorial- 5 members,1806-01-06,M000029,294,1062
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,18,Cmte on NY merchants memorial- 5 members,1806-01-06,M000831,295,1062
Andrew,,Moore,53,9,VA,Democratic Republican,1,Cmte on NY merchants memorial- 5 members,1806-01-06,M000891,314,1062
Timothy,,Pickering,60,9,MA,Federalist,1,Cmte on NY merchants memorial- 5 members,1806-01-06,P000324,296,1062
William,,Plumer,46,9,NH,Federalist,1,Cmte on NY merchants memorial- 5 members,1806-01-06,P000393,297,1062
John,,Smith,53,9,NY,Democratic Republican,18,Cmte on NY merchants memorial- 5 members,1806-01-06,S000566,318,1062
Israel,,Smith,46,9,VT,Democratic Republican,4,Cmte on NY merchants memorial- 5 members,1806-01-06,S000557,298,1062
Thomas,,Sumter,71,9,SC,Democratic Republican,1,Cmte on NY merchants memorial- 5 members,1806-01-06,S001073,299,1062
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on NY merchants memorial- 5 members,1806-01-06,T000249,308,1062
Uriah,,Tracy,50,9,CT,Federalist,10,Cmte on NY merchants memorial- 5 members,1806-01-06,T000348,300,1062
Samuel,,White,35,9,DE,Federalist,1,Cmte on NY merchants memorial- 5 members,1806-01-06,W000392,301,1062
Thomas,,Worthington,32,9,OH,Democratic Republican,2,Cmte on NY merchants memorial- 5 members,1806-01-06,W000750,302,1062
Robert,,Wright,53,9,MD,Democratic Republican,5,Cmte on NY merchants memorial- 5 members,1806-01-06,W000768,309,1062
John,,Adair,48,9,KY,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,A000026,315,1063
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,A000197,304,1063
Abraham,,Baldwin,51,9,GA,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,B000084,288,1063
Stephen,Row,Bradley,51,9,VT,Democratic Republican,8,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,B000745,289,1063
John,,Gaillard,40,9,SC,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,G000005,291,1063
James,,Hillhouse,51,9,CT,Federalist,2,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,H000618,310,1063
Benjamin,,Howland,50,9,RI,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,H000870,317,1063
Aaron,,Kitchell,61,9,NJ,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,K000246,313,1063
George,,Logan,52,9,PA,Democratic Republican,2,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,L000401,293,1063
Samuel,,Maclay,64,9,PA,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,M000029,294,1063
Timothy,,Pickering,60,9,MA,Federalist,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,P000324,296,1063
William,,Plumer,46,9,NH,Federalist,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,P000393,297,1063
John,,Smith,53,9,NY,Democratic Republican,11,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,S000566,318,1063
John,,Smith,70,9,OH,Democratic Republican,2,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,S000567,319,1063
Israel,,Smith,46,9,VT,Democratic Republican,3,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,S000557,298,1063
Buckner,,Thruston,42,9,KY,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,T000249,308,1063
Uriah,,Tracy,50,9,CT,Federalist,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,T000348,300,1063
Samuel,,White,35,9,DE,Federalist,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,W000392,301,1063
Thomas,,Worthington,32,9,OH,Democratic Republican,8,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,W000750,302,1063
Robert,,Wright,53,9,MD,Democratic Republican,1,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,W000768,309,1063
John,,Adair,48,9,KY,Democratic Republican,1,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,A000026,315,1064
Abraham,,Baldwin,51,9,GA,Democratic Republican,3,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,B000084,288,1064
Stephen,Row,Bradley,51,9,VT,Democratic Republican,4,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,B000745,289,1064
John,,Condit,50,9,NJ,Democratic Republican,2,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,C000671,290,1064
John,,Gaillard,40,9,SC,Democratic Republican,1,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,G000005,291,1064
Aaron,,Kitchell,61,9,NJ,Democratic Republican,2,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,K000246,313,1064
George,,Logan,52,9,PA,Democratic Republican,10,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,L000401,293,1064
Samuel,,Maclay,64,9,PA,Democratic Republican,1,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,M000029,294,1064
Samuel,Latham,Mitchill,41,9,NY,Democratic Republican,2,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,M000831,295,1064
Andrew,,Moore,53,9,VA,Democratic Republican,1,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,M000891,314,1064
Timothy,,Pickering,60,9,MA,Federalist,3,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,P000324,296,1064
William,,Plumer,46,9,NH,Federalist,2,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,P000393,297,1064
John,,Smith,53,9,NY,Democratic Republican,1,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,S000566,318,1064
Israel,,Smith,46,9,VT,Democratic Republican,2,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,S000557,298,1064
Thomas,,Sumter,71,9,SC,Democratic Republican,3,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,S001073,299,1064
Uriah,,Tracy,50,9,CT,Federalist,2,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,T000348,300,1064
James,,Turner,39,9,NC,Democratic Republican,1,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,T000423,320,1064
Samuel,,White,35,9,DE,Federalist,3,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,W000392,301,1064
Robert,,Wright,53,9,MD,Democratic Republican,1,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,W000768,309,1064
John,,Adair,48,9,KY,Democratic Republican,1,Cmte on rules - 5 members,1806-01-10,A000026,315,1065
John,Quincy,Adams,38,9,MA,Federalist,8,Cmte on rules - 5 members,1806-01-10,A000041,303,1065
Joseph,Inslee,Anderson,48,9,TN,Democratic Republican,20,Cmte on rules - 5 members,1806-01-10,A000197,304,1065
Abraham,,Baldwin,51,9,GA,Democratic Republican,18,Cmte on rules - 5 members,1806-01-10,B000084,288,1065
Stephen,Row,Bradley,51,9,VT,Democratic Republican,12,Cmte on rules - 5 members,1806-01-10,B000745,289,1065
John,,Gaillard,40,9,SC,Democratic Republican,2,Cmte on rules - 5 members,1806-01-10,G000005,291,1065
