committee_id,committee_name,date,congress,page,committee_type
824,Cmte on bills - civil & Military appropriation,1801-02-20,6,20,Military
825,Cmte on AH Dohrman's bill,1801-02-24,6,20,Claims
826,Cmte on bill consent to Maryland law for health officer,1801-02-24,6,20,Commerce
827,Cmte on Wells's motion to settle accounts between US and states,1801-02-24,6,20,Finance
828,Cmte on bill further to alter & est certain Post Roads,1801-02-25,6,21,Post Office
829,Cmte on bill supplementary to act to divide territory nw of ohio into separate govts,1801-02-25,6,21,Public Lands
830,Cmte bill Bermuda hundred,1801-02-26,6,21,Commerce
831,Cmte on bill Sec of Navy shall not trade,1801-02-26,6,21,Military
832,Cmte bill Naval peace establishment,1801-02-27,6,21,Military
833,Cmte on bill Drawbacks,1801-02-27,6,21,Commerce
834,Cmte on HR resolution re Theodosius Fowler,1801-02-27,6,21,Claims
835,Cmte bill judiciary,1801-02-28,6,21,Judiciary
836,Cmte to draft answer to address of VP,1801-02-28,6,21,Ceremonial
837,Cmte bill to amend Bankruptcy bill,1801-03-02,6,21,Judiciary
838,Cmte bill receivers of public money for lands,1801-03-02,6,22,Public Lands
839,Cmte on bill altering the time of holding certain courts,1801-03-02,6,22,Judiciary
840,Cmte on bill DC,1801-03-02,6,22,Washington Dc
841,Cmte on bill Sec of T to employ Clerks,1801-03-02,6,22,Finance
842,Cmte on bill teas destroyed by fires in RI,1801-03-02,6,22,Claims
843,Cmte on letter of VP this day,1801-03-02,6,22,Ceremonial
844,cmte bill for relief of Laurance Elb,1801-03-03,6,22,Claims
845,Cmte bill to amend stamp act,1801-03-03,6,22,Finance
846,Cmte on HR bill to amend seat of govt,1801-03-03,6,22,Washington Dc
847,Cmte to wait on PUS,1801-03-03,6,22,Ceremonial
848,Cmte respecting books,1801-12-07,7,1,Administrative
849,Jt cmte to wait on PUS,1801-12-07,7,1,Ceremonial
850,cmte on French Convention,1801-12-11,7,1,Foreign Affairs
851,Cmte on petition of Daniel Fox,1801-12-16,7,1,Claims
852,Cmte on Simon Willard's letter,1801-12-16,7,1,Claims
853,Cmte on Isaac Zane's petition,1801-12-31,7,1,Claims
854,Cmte on library,1801-12-31,7,1,Administrative
855,Cmte bill apportion representatives,1802-01-07,7,1,Judiciary
856,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,1802-01-11,7,1,Washington Dc
857,Cmte of conference on bill library,1802-01-15,7,1,Administrative
858,Cmte on bill Jonathan Hobby,1802-01-15,7,1,Claims
859,Cmte on resolution for repealing the Judicial act of 2/13/1801,1802-01-19,7,2,Judiciary
860,Cmte on bill military establishment,1802-01-22,7,2,Military
861,Cmte on HR bill protection of commerce and seamen in Mediterranean,1802-01-22,7,2,Foreign Affairs
862,Cmte on bill Judiciary on 3rd reading - 5 members,1802-01-27,7,2,Judiciary
863,Cmte bill foreign coins,1802-01-28,7,2,Finance
864,cmte on bill delegate from MS territory & motion thereon,1802-01-28,7,2,Administrative
865,Cmte on bill for protection of Commerce & seamen of US in Mediterranean & adjoining seas,1802-01-28,7,2,Military
866,Cmte on motion those who shall squander public money,1802-01-28,7,2,Judiciary
867,Cmte bill for payment of money to Philip Sloan,1802-02-01,7,2,Claims
868,Cmte on bill to enable Ohio statehood,1803-02-23,7,2,Judiciary
869,Cmte on appropriation civil list,1803-02-23,7,3,Finance
870,Cmte on bill next meeting of Congress,1803-02-24,7,3,Administrative
871,Cmte on bill surgeons,1803-02-25,7,3,Military
872,Cmte on resolutions of Breckinridge to bring bill accordingly regarding readiness of militia,1803-02-25,7,3,Military
873,Cmte on United Brethren,1803-02-25,7,3,Claims
874,cmte on bill DC,1803-02-26,7,3,Washington Dc
875,Cmte on bill insurance co Alexandria,1803-02-26,7,3,Washington Dc
876,Cmte on bill judicial courts,1803-02-26,7,3,Judiciary
877,Cmte on bill Pensbscot lighthouse,1803-02-26,7,3,Commerce
878,cmte on bill ports of entry,1803-02-26,7,3,Commerce
879,Cmte on Lands south of the state of TN,1803-02-26,7,3,Public Lands
880,Cmte on Canadian Refugees,1803-02-28,7,3,Public Lands
881,Cmte on bill Washington DC militia,1803-02-28,7,4,Washington Dc
882,cmte on bill Paul Coulon,1803-03-01,7,4,Claims
883,Cmte on Joshua Harvey,1803-03-01,7,4,Claims
884,Cmte on Marine Corps,1803-03-01,7,4,Military
885,emte on enrolled bills,1803-03-01,7,4,Administrative
886,Cmte on bill - Brigantine Henrick,1803-03-02,7,4,Claims
887,Cmte on bill concerning city of Washington,1803-03-02,7,4,Washington Dc
888,Cmte of conference on appropriations for military establishment,1803-03-03,7,4,Military
889,cmte on impeachment of John Pickering,1803-03-03,7,4,Judiciary
890,cmte on refined sugar,1803-03-03,7,4,Commerce
891,Cmte to wait on PUS,1803-03-03,7,4,Ceremonial
892,Cmte to wait on pres,1803-10-17,8,1,Ceremonial
893,Cmte on memorial of Joseph Harrison part of IN territory separate government,1803-10-21,8,1,Public Lands
894,Cmte on amendment to the constitution PUS elections,1803-10-22,8,1,Judiciary
895,Cmte on revisal & unfinished business,1803-10-22,8,1,Administrative
896,Cmte on LA Purchase Bill,1803-10-24,8,1,Foreign Affairs
897,Cmte on petition of Martha Seamans,1803-10-27,8,1,Claims
898,Cmte on enrolled bills,1803-10-29,8,1,Administrative
899,Conference cmte on LA Bill,1803-10-29,8,1,Foreign Affairs
900,Cmte on petition of John Crouse and others - purchasers of land in Ohio,1803-11-01,8,2,Public Lands
901,Cmte on British Treaty appropriations,1803-11-04,8,2,Foreign Affairs
902,Cmte on transportation of mails,1803-11-04,8,2,Post Office
903,Cmte on petition of Rob Quillen,1803-11-07,8,2,Claims
904,Cmte of 5 on Bill to divide IN territory,1803-11-09,8,2,Public Lands
905,Cmte respecting impeachment of Pickering,1803-11-14,8,2,Judiciary
906,Cmte on motion to reprint laws,1803-11-14,8,3,Administrative
907,Cmte on British Treaty,1803-11-15,8,3,Foreign Affairs
908,Cmte on New Orleans Bill,1803-11-16,8,3,Commerce
909,emte on motion for Sec of T to furnish statements,1803-11-17,8,3,Finance
910,Cmte on Morocco bill for protection and seamen and commerce,1803-11-22,8,3,Foreign Affairs
911,Cmte on salary bill,1803-11-23,8,3,Finance
912,Cmte on Spanish Treaty,1803-11-25,8,3,Foreign Affairs
913,Cmte on James Simons petition,1803-12-01,8,3,Claims
914,Cmte on Naval Armament,1803-12-02,8,4,Military
915,Cmte on TN Laws,1803-12-05,8,4,Misc
916,Cmte to propose a form of govt for LA,1803-12-05,8,4,Judiciary
917,Cmte on certain crimes,1803-12-09,8,4,Judiciary
918,Cmte on Butler's motion for new rule,1803-12-12,8,4,Administrative
919,Cmte on protection of Am seamen,1803-12-12,8,4,Military
920,Cmte on bill for relief of certain officers,1803-12-14,8,4,Claims
921,Cmte on importation of certain persons,1803-12-16,8,4,Commerce
922,Cmte on bill for duty on imported saltpeter,1803-12-16,8,5,Commerce
923,Cmte on Indian claims,1803-12-16,8,5,Indian Affairs
924,Cmte on US laws in LA,1803-12-20,8,5,Judiciary
925,Cmte on British treaty,1803-12-21,8,5,Foreign Affairs
926,cmte of conference on salary bill,1803-12-22,8,5,Finance
927,Cmte on punishment of certain crimes - 2 members,1803-12-22,8,5,Judiciary
928,Cmte sub for Logan on bill for sufferers by PA insurgents,1803-12-22,8,5,Claims
929,Cmte on Bill for Paul Coulon,1803-12-23,8,5,Claims
930,Cmte on Columbian Library,1803-12-23,8,5,Claims
931,Cmte on judges in IN territory,1803-12-23,8,5,Judiciary
932,Cmte on John Cole's act,1804-01-03,8,6,Claims
933,Cmte on Wash Building Co,1804-01-04,8,6,Washington Dc
934,Cmte on military appropriations,1804-01-05,8,6,Military
935,Cmte on NC Acts,1804-01-05,8,6,Misc
936,Cmte on Louisiana bill recommitted - make US laws effective in territory,1804-01-06,8,6,Judiciary
937,Cmte on naval appropriations,1804-01-06,8,6,Military
938,Cmte on PUS's message of Dec-21 on Convention with Spain,1804-01-09,8,6,Foreign Affairs
939,Cmte on bill to regulate armed marine vessels,1804-01-14,8,6,Military
940,Cmte on Brigg Henrick,1804-01-18,8,7,Claims
941,Cmte on direct tax,1804-01-18,8,7,Finance
942,Cmte on naval pension fund,1804-01-18,8,7,Military
943,Cmte on recording ships & vessels,1804-01-19,8,7,Commerce
944,Cmte on bill directions to collectors,1804-01-26,8,7,Commerce
945,Cmte of conference on military appropriations bill,1804-01-30,8,7,Military
946,Cmte of conference on LA laws,1804-01-31,8,7,Judiciary
947,Cmte on District of Columbia supplement bill,1804-02-02,8,7,Washington Dc
948,Cmte on petition of J H Stone Rev War Pension,1804-02-03,8,7,Claims
949,Cmte on Moorish ships,1804-02-03,8,8,Claims
950,Cmte on salary bill,1804-02-03,8,8,Finance
951,cmte on Oliver pollock's petition,1804-02-06,8,8,Claims
952,Cmte on VA bounty lands bill,1804-02-07,8,8,Public Lands
953,Cmte on direct taxes w/ amendments,1804-02-15,8,8,Finance
954,cmte on GA bill for lighthouse,1804-02-15,8,8,Commerce
955,Cmte on report of Sec of War on WA Barron petition,1804-02-15,8,8,Claims
956,Cmte on SC pension (military) bill recommitted,1804-02-15,8,8,Claims
957,cmte on bill for relief of samuel corp,1804-02-15,8,9,Claims
958,Jt Cmte on recess and necessary business,1804-02-15,8,9,Administrative
959,Cmte on OH Roads,1804-02-16,8,9,Roads And Canals
960,Cmte on bill to amend Alexandria Charter,1804-02-18,8,9,Washington Dc
961,Cmte on Nancy flinn,1804-02-18,8,9,Claims
962,Cmte on PUS & VP bill - Nicholas's motion,1804-02-21,8,9,Judiciary
963,Cmte on appropriations,1804-02-23,8,9,Finance
964,Cmte on depositions out of court,1804-02-23,8,9,Judiciary
965,Cmte on Richard Sederstrom's petition,1804-02-23,8,15,Claims
966,cmte on drawback on goods transported bill,1804-02-24,8,10,Commerce
967,Cmte on naval establishment,1804-02-24,8,10,Military
968,Cmte on GL Davidson,1804-02-29,8,10,Claims
969,cmte on NC act,1804-02-29,8,10,Misc
970,Cmte on Post Roads,1804-02-29,8,10,Post Office
971,Cmte on Canadian Refugees,1804-03-01,8,10,Public Lands
972,Cmte on VA law,1804-03-01,8,10,Judiciary
973,cmte on appropriations for spanish Convention,1804-03-03,8,10,Foreign Affairs
974,Cmte on district courts (VA & RI),1804-03-03,8,11,Judiciary
975,Cmte on trial records (Cmte to make up record of court),1804-03-03,8,11,Judiciary
976,Cmte on civil govt for LA,1804-03-05,8,11,Judiciary
977,Cmte on military lands warrants bill,1804-03-05,8,11,Public Lands
978,Cmte on Accts [Cmte on treasury bill],1804-03-06,8,11,Finance
979,Cmte on lighthouse amendment,1804-03-06,8,11,Commerce
980,Cmte on TN Militia,1804-03-06,8,11,Military
981,Cmte on bill for relief victims of fire in Norfolk,1804-03-07,8,11,Claims
982,Cmte on PUS & VP bill,1804-03-09,8,12,Judiciary
983,Cmte on Indian claims,1804-03-10,8,12,Indian Affairs
984,Cmte on MS lighthouse,1804-03-10,8,12,Commerce
985,Cmte on appropriation for impeachment trials bill,1804-03-12,8,12,Judiciary
986,Cmte on bill supplemental to City of Washington,1804-03-12,8,12,Washington Dc
987,Cmte on impeachment trial of Samuel Chase,1804-03-13,8,12,Judiciary
988,Cmte on petition of M Young,1804-03-13,8,12,Claims
989,Cmte on public roads,1804-03-13,8,12,Roads And Canals
990,Cmte on Wright's pensions bill,1804-03-14,8,12,Claims
991,Cmte on Indian bill,1804-03-16,8,13,Indian Affairs
992,Cmte on David Valenzin,1804-03-17,8,13,Claims
993,Cmte on John Habersham,1804-03-17,8,13,Claims
994,Cmte on Naturalization,1804-03-17,8,13,Judiciary
995,Cmte on public buildings,1804-03-17,8,13,Administrative
996,cmte on Phillip Sloan,1804-03-19,8,13,Claims
997,Cmte on bill to register ships,1804-03-20,8,13,Commerce
998,Cmte on Morris Young,1804-03-21,8,13,Claims
999,Cmte of conference on post roads,1804-03-21,8,14,Post Office
1000,Cmte on Moses Hazen bill,1804-03-21,8,14,Claims
1001,Cmte of conference on bill to divide LA into 2 territories,1804-03-22,8,14,Judiciary
1002,Cmte on protection of seaman and Commerce against Barbary powers,1804-03-23,8,14,Foreign Affairs
1003,Cmte on specific duties,1804-03-23,8,14,Commerce
1004,Cmte of conference on public lands in IN,1804-03-24,8,14,Public Lands
1005,Cmte on MS judge,1804-03-24,8,14,Judiciary
1006,Cmte on nominations for custom house officers,1804-03-24,8,14,Commerce
1007,cmte on TN land,1804-03-24,8,14,Public Lands
1008,Conference cmte on public buildings,1804-03-24,8,14,Administrative
1009,Cmte to enquire into distribution of laws,1804-11-12,8,2,Judiciary
1010,Cmte on appropriations for British treaty bill,1804-11-19,8,15,Foreign Affairs
1011,Cmte on enrolled bills,1804-11-19,8,15,Administrative
1012,Cmte on lead mines,1804-11-22,8,15,Commerce
1013,Cmte on nomination for navy surgeons,1804-11-22,8,15,Military
1014,Cmte on Stephen Decatur,1804-11-22,8,15,Military
1015,Cmte on appropriations bill,1804-11-29,8,15,Finance
1016,Cmte on bill assent to NC laws,1804-11-29,8,15,Misc
1017,Cmte on impeachment,1804-11-30,8,15,Judiciary
1018,Cmte to examine enabling law for Ohio,1804-12-03,8,16,Judiciary
1019,Cmte on New Orleans drawback bill,1804-12-05,8,16,Commerce
1020,Cmte on petitions James May and others to divide IN territory,1804-12-05,8,16,Public Lands
1021,Cmte on JQA's motion to print impeachment proceedings,1805-01-24,8,16,Judiciary
1022,Cmte on Alex Murray,1805-01-25,8,16,Claims
1023,Cmte to whom recommit bill for articles of war and rules for army,1805-01-25,8,16,Military
1024,Cmte on John York,1805-01-30,8,16,Claims
1025,cmte on petition of George Dougherty,1805-02-04,8,16,Claims
1026,Cmte on petitions of Ethan Stone Jeremiah Hunt and Joseph Prince for preemption rights,1805-02-04,8,16,Public Lands
1027,Cmte on DC,1805-02-06,8,17,Washington Dc
1028,cmte on bill consent to Maryland law for health officer,1805-02-07,8,17,Commerce
1029,Cmte on peace in ports & harbors bill,1805-02-07,8,17,Military
1030,cmte on further govt of LA bill,1805-02-08,8,17,Judiciary
1031,Cmte on gun boat bill,1805-02-09,8,17,Military
1032,Cmte on Smith(NY)'s motion for Long Island bridge,1805-02-09,8,17,Commerce
1033,Jt Cmte to wait on PUS to inform him of reelection,1805-02-16,8,17,Ceremonial
1034,Cmte on land warrants bill,1805-02-20,8,18,Public Lands
1035,Jt Cmte on necessary business session,1805-02-20,8,18,Administrative
1036,Bill on disposal of public lands in Indiana,1805-03-02,8,18,Public Lands
1037,Jt cmte to wait on PUS,1805-12-02,9,3,Ceremonial
1038,Cmte on naval appropriation,1805-12-05,9,3,Military
1039,cmte on Library,1805-12-06,9,3,Administrative
1040,Cmte on bill to prohibit export of arms,1805-12-13,9,10,Commerce
1041,cmte on Treaty at Fort Industry with Chikasaw etc,1805-12-13,9,10,Indian Affairs
1042,Cmte on Treaty at Fort Industry with Wyandot etc,1805-12-16,9,10,Indian Affairs
1043,cmte on Treaty at Grouseland IN with Delawares etc,1805-12-16,9,10,Indian Affairs
1044,Cmte on treaty at Washington with Creek,1805-12-16,9,10,Indian Affairs
1045,Cmte on short treaty with Cherokee,1805-12-16,9,11,Indian Affairs
1046,cmte on treaty with Tripoli,1805-12-16,9,11,Foreign Affairs
1047,Cmte on bill Theododrick Armistead,1805-12-19,9,11,Claims
1048,Cmte on bill invalids as resullt of military service pensions,1805-12-20,9,11,Claims
1049,Cmte on Canada refugees,1805-12-20,9,11,Public Lands
1050,Cmte bill foreign coins,1805-12-22,9,11,Finance
1051,cmte on bill French claims,1805-12-23,9,11,Foreign Affairs
1052,Cmte on LA nomination for territorial courts,1805-12-23,9,11,Judiciary
1053,Cmte on message of PUS on state of MI Territory and papers,1805-12-23,9,11,Public Lands
1054,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,1805-12-27,9,12,Misc
1055,Cmte on bill Tappan,1805-12-30,9,12,Claims
1056,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,1805-12-31,9,12,Judiciary
1057,Cmte on petitions New Orleans land titles (5 members),1805-12-31,9,12,Public Lands
1058,Cmte on lighthouse bill,1806-01-02,9,12,Commerce
1059,Cmte on nominations of Joseph Bromley and Thomas Hewitt as justices of peace Washington DC,1806-01-03,9,11,Washington Dc
1060,Cmte on report of secretary of Treasury bill on certain imports from Britain,1806-01-03,9,12,Commerce
1061,Cmte on memorial of Trustees of Academy Washington,1806-01-06,9,12,Washington Dc
1062,Cmte on NY merchants memorial- 5 members,1806-01-06,9,12,Commerce
1063,Cmte on petition of George Rapp and others for land grant for growing grapes and other manufactures,1806-01-06,9,12,Commerce
1064,Cmte on petition of Levis & Maxwell sell copies of Journals of Confederation Congress,1806-01-08,9,12,Administrative
1065,Cmte on rules - 5 members,1806-01-10,9,13,Administrative
1066,cmte on bill for regulating the army,1806-01-13,9,13,Military 
1067,cmte on petitions of Benjamin Hichborn et al - James Sullivan et al - Joseph Peppin et al- on GA lands Yazoo - 5 members,1806-01-13,9,13,Public Lands
1068,Cmte on petition of Galliopolis,1806-01-14,9,13,Claims
1069,Cmte on Philadelphia merchant's memorial on neutral commerce,1806-01-15,9,13,Foreign Affairs
1070,Cmte bill St Domingo commerce,1806-01-16,9,13,Foreign Affairs
1071,Cmte on claim of Hamet Bashaw - treaty with Tripoli,1806-01-16,9,13,Claims
1072,Cmte on Office on petition of purchasers of land in Ohio,1806-01-16,9,13,Public Lands
1073,Cmte on bill Surveyor General in Louisiana - 5 members,1806-01-22,9,13,Public Lands
1074,cmte on MI govt,1806-01-22,9,13,Judiciary
1075,Cmte sale land & certain lot of land in OH,1806-01-22,9,14,Public Lands
1076,Cmte to recommit George Rapp,1806-01-22,9,14,Commerce
1077,Cmte on militia bill,1806-01-23,9,14,Military
1078,Cmte on petition of Seth Harding for pension,1806-01-23,9,14,Claims
1079,Cmte on Anderson's motion respecting appropriations for 1806,1806-01-28,9,14,Finance
1080,cmte on petition of DE Canal,1806-01-28,9,14,Roads And Canals
1081,Cmte bill 100000 militia,1806-01-29,9,14,Military
1082,Cmte on bill state courts,1806-01-29,9,14,Judiciary
1083,Cmte on Bill LA by Worthington,1806-01-30,9,14,Judiciary
1084,Cmte on Cherokee treaty with motion to ratify,1806-01-30,9,14,Indian Affairs
1085,Cmte on Bayar's resolution pay witnesses Judge Chase,1806-01-31,9,14,Judiciary
1086,Cmte on Bill american seamen,1806-01-31,9,15,Foreign Affairs
1087,Cmte on bill counterfeit coins US,1806-02-03,9,15,Finance
1088,Cmte on memorial of Governors NY hospital,1806-02-03,9,15,Claims
1089,Cmte on bill evidence of debts,1806-02-04,9,15,Finance
1090,Cmte on bill time of NC circuit court meetings,1806-02-05,9,15,Judiciary
1091,Cmte on bill respecting bonds given to marshals,1806-02-07,9,15,Judiciary
1092,Cmte on bill compensation officers of Senate,1806-02-11,9,15,Administrative
1093,cmte on bill consent NC Law,1806-02-11,9,15,Misc
1094,Cmte on bill to suspend trade with St Domingo recommitted,1806-02-11,9,15,Foreign Affairs
1095,Cmte on resolution TN land office,1806-02-11,9,15,Public Lands
1096,cmte on SC bill to allow Charleston to collect duty on tonnage,1806-02-11,9,15,Commerce
1097,Cmte on treaty with Pinkeshaw - made Dec-13-1805,1806-02-11,9,16,Indian Affairs
1098,cmte on bill foreign ministers,1806-02-14,9,16,Foreign Affairs
1099,Cmte on consent to Pennsylvania Law,1806-02-14,9,16,Judiciary
1100,Cmte on IN judges,1806-02-17,9,16,Judiciary
1101,Cmte on bill to make Jersey NJ port of entry and erect lighthouse in MA,1806-02-19,9,16,Commerce
1102,Cmte on bill American seamen,1806-02-21,9,16,Foreign Affairs
1103,Cmte on HR bill to incorporate a Presbyterian congregation in Georgetown,1806-02-21,9,16,Washington Dc
1104,Cmte on Bill for relief of Philip Nicklan & Robert Griffith,1806-02-24,9,16,Claims
1105,Cmte on petition John Jason Dufour,1806-02-24,9,16,Claims
1106,Cmte on PUS message military nominations,1806-02-25,9,16,Military
1107,Cmte on library,1806-02-25,9,17,Administrative
1108,Cmte on bill library,1806-02-26,9,17,Administrative
1109,Cmte to wait on PUS,1806-02-27,9,16,Ceremonial
1110,Cmte on Brigt Henrick,1806-02-27,9,17,Claims
1111,Cmte of 7 on bill American seamen,1806-02-28,9,17,Foreign Affairs
1112,Cmte on bill land warrants,1806-02-28,9,17,Public Lands
1113,Cmte on Peter Landais,1806-02-28,9,17,Claims
1114,Cmte on amendment to bill State courts & judges,1806-03-03,9,17,Judiciary
1115,Cmte on nomination John Armstrong as Minister to France,1806-03-03,9,17,Foreign Affairs
1116,Cmte on petition Samuel Harrison,1806-03-04,9,17,Claims
1117,Cmte bill on Embargo,1806-03-04,9,18,Foreign Affairs
1118,cmte on bill academy,1806-03-05,9,18,Military
1119,Cmte on Canada refugees - recommitted,1806-03-11,9,18,Public Lands
1120,Cmte on resolution settlers New Orleans - 5 members,1806-03-12,9,18,Public Lands
1121,Jt cmte on necessary business,1806-03-13,9,18,Administrative
1122,Cmte of conference on peter landais,1806-03-17,9,18,Claims
1123,Cmte on report of Sec of War on rations for army officers,1806-03-18,9,18,Military
1124,Cmte on funeral of James Jackson,1806-03-19,9,18,Administrative
1125,Cmte on bill to repeal laws for public debt,1806-03-21,9,18,Finance
1126,Cmte on General Eaton and others to reward for bravery and victory in Tripoli with land grant,1806-03-21,9,18,Military
1127,Cmte on Bridge over Potomac - 5 members,1806-03-24,9,18,Washington Dc
1128,cmte on report of Sec of War GC Russel,1806-03-24,9,18,Military
1129,cmte on amendment to OH bill,1806-03-24,9,19,Roads And Canals
1130,Cmte on amendments to marshal bill,1806-03-24,9,19,Judiciary
1131,Cmte on National academy bill - 5 members,1806-03-24,9,19,Misc
1132,Cmte on Bill to survey NC coast,1806-03-25,9,19,Commerce
1133,Conference cmte on compensation of officers - both houses bill,1806-03-25,9,19,Commerce
1134,Cmte of conference on bill articles of war - Last amendment insisted,1806-03-26,9,19,Military
1135,Cmte on laws District of Columbia,1806-03-26,9,19,Washington Dc
1136,Cmte bill non-importation - 5 members,1806-03-28,9,19,Foreign Affairs
1137,Cmte on bill Mint,1806-03-28,9,19,Finance
1138,Cmte on expenses for fitting chamber for Chase Impeachment,1806-03-29,9,19,Judiciary
1139,Cmte on suspend sale of IN & OH lands,1806-03-31,9,19,Public Lands
1140,Additional members for cmte on bill for relief of Hamet Bashaw,1806-04-03,9,20,Foreign Affairs
1141,Cmte in place of Smith(MD) on 100000 militia bill,1806-04-03,9,20,Military
1142,Cmte on Territorial courts,1806-04-03,9,20,Judiciary
1143,Cmte on Bill to divide IN into 2 territories,1806-04-04,9,20,Judiciary
1144,Cmte on military appropriations,1806-04-04,9,20,Military
1145,Cmte on bill French claim,1806-04-07,9,20,Foreign Affairs
1146,Cmte on post roads,1806-04-07,9,20,Post Office
1147,Cmte on conference bill public debt,1806-04-08,9,20,Finance
1148,Cmte on lighthouses in MA etc,1806-04-09,9,20,Commerce
1149,Cmte on bill lands S TN,1806-04-10,9,20,Public Lands
1150,Cmte sec of Treasury report on John Chester,1806-04-10,9,20,Claims
1151,cmte on imports & tonnage,1806-04-10,9,21,Finance
1152,Cmte on Indian trading houses,1806-04-10,9,21,Indian Affairs
1153,Cmte of conference appropriation for navy bill,1806-04-14,9,21,Military
1154,Cmte on bill respecting court record,1806-04-14,9,21,Judiciary
1155,Cmte on naval appropriations,1806-04-14,9,21,Military
1156,Cmte to carry out Indian treaties,1806-04-14,9,21,Indian Affairs
1157,Cmte claims to land State of OH,1806-04-15,9,21,Public Lands
1158,Cmte on Merch vessels,1806-04-15,9,21,Foreign Affairs
1159,Cmte bill gunboats - fortify ports & harbors in 3d reading,1806-04-17,9,21,Military
1160,Cmte bill next session of Congress,1806-04-17,9,21,Administrative
1161,Cmte of conference on bill Chase's witnesses,1806-04-18,9,21,Judiciary
1162,Cmte on petition of Ira Allen,1806-04-18,9,21,Claims
1163,cmte on PUS message of same day,1806-04-18,9,22,Public Lands
1164,cmte on Salt bill,1806-04-18,9,22,Commerce
1165,Cmte on naval peace establishment,1806-04-19,9,22,Military
1166,Cmte on conference bill naval peace establishment,1806-04-21,9,17,Military
1167,Cmte on conference salt bill,1806-04-21,9,17,Commerce
1168,Cmte to wait on PUS,1806-04-21,9,17,Ceremonial
1169,Jt Cmte to wait on pres,1806-12-02,9,3,Ceremonial
1170,Cmte for engrossed bills,1806-12-04,9,3,Administrative
1171,cmte of 5 on fortification ports,1806-12-05,9,3,Military
1172,Cmte motion respecting insurrections and violations of public peace,1806-12-08,9,3,Judiciary
1173,Cmte on sale of public lands,1806-12-08,9,3,Public Lands
1174,Cmte on Bill nonimportation,1806-12-09,9,3,Foreign Affairs
1175,cmte prevent importation of slaves,1806-12-09,9,4,Commerce
1176,Cmte on enrolled bills,1806-12-10,9,4,Administrative
1177,Cmte on nonimportation bill - Mitchill amendment,1806-12-10,9,4,Foreign Affairs
1178,Cmte on weights & measures,1806-12-10,9,4,Commerce
1179,cmte on Levis & Maxwell petition on Journals of Confederation Congress,1806-12-15,9,4,Administrative
1180,Cmte bill Gunboats,1806-12-16,9,4,Military
1181,cmte Library,1806-12-17,9,4,Administrative
1182,Cmte on both nominations from Dec 15 recess appointments not yet confirmed,1806-12-17,9,4,Misc
1183,cmte on Bradley's motion to inquire into necessary measures for land grants in TN,1806-12-17,9,4,Public Lands
1184,cmte Potomac bridge bill,1806-12-18,9,4,Washington Dc
1185,Cmte bill mint - Tracy's motion,1806-12-19,9,4,Finance
1186,Cmte on slave bill to replace Stone,1806-12-19,9,4,Judiciary
1187,Cmte on public lands in Indiana,1806-12-23,9,5,Public Lands
1188,cmte on Worthington's motion about territorial governments sent laws adopted to federal government,1806-12-24,9,5,Judiciary
1189,Cmte Seth Harding,1806-12-24,9,5,Claims
1190,Cmte on bill naval appropriation,1806-12-30,9,5,Military
1191,Cmte on Samuel Smith's motion about rules for army,1806-12-30,9,5,Military
1192,Cmte bill military appropriations,1806-12-31,9,5,Military
1193,Cmte on motion by smith(TN) on unlawful settlements in the territories,1807-01-02,9,5,Public Lands
1194,Cmte bill military establishment,1807-01-05,9,5,Military
1195,Cmte MI lands report of Sec of T,1807-01-05,9,5,Public Lands
1196,Cmte of 5 on motion - re KY Circuit Courts,1807-01-05,9,5,Judiciary
1197,cmte printing papers related to the Potomac bridge bill,1807-01-05,9,5,Washington Dc
1198,Cmte PUS message MI laws,1807-01-05,9,6,Judiciary
1199,cmte on petition of Laurient Bazadon,1807-01-06,9,6,Claims
1200,cmte report of the postmaster general,1807-01-07,9,6,Post Office
1201,cemte George Little Bill,1807-01-08,9,6,Claims
1202,Cmte on discharging William Hearn from imprisonment,1807-01-08,9,6,Claims
1203,Cmte Petition of John Chester w/ report of Sec,1807-01-08,9,6,Claims
1204,cmte on judges,1807-01-12,9,6,Judiciary
1205,Cmte DE-Chesapeake Canal,1807-01-13,9,6,Roads And Canals
1206,cmte motion of clay's motion for land for opening a canal in KY,1807-01-14,9,6,Roads And Canals
1207,Cmte on NC Courts meeting times,1807-01-14,9,6,Judiciary
1208,cmte on bill to repeal duties on salt,1807-01-15,9,7,Commerce
1209,Cmte on Worthington motion School land,1807-01-16,9,7,Public Lands
1210,cmte on bill to accept service of army volunteers,1807-01-19,9,7,Military 
1211,Cmte on OH schools bill,1807-01-19,9,7,Finance
1212,cmte on state debt,1807-01-19,9,7,Finance
1213,Cmte bill public debt - replace Tracy,1807-01-21,9,7,Finance
1214,Cmte on bill St Domingo,1807-01-21,9,7,Foreign Affairs
1215,Cmte on bill Surveying the coasts,1807-01-21,9,7,Commerce
1216,Cmte on bill whole public debt - replace Baldwin,1807-01-21,9,7,Finance
1217,Cmte on John Griffin & others judges in IN Territory extra work in setting up courts in LA,1807-01-21,9,7,Judiciary
1218,cmte to suspend habeas corpus,1807-01-23,9,7,Judiciary
